estimate,lower95,upper95,n,block,draws,seed,first_date,last_date,ols_mse_pp2,ridge_mse_pp2,relative_mse_reduction_pct,first_month,last_month
-0.177197891337,-0.397819102473,0.0282447806848,175,12,2000,20260920,2012-01-31T00:00:00,2026-07-31T00:00:00,9.17362815192,8.99643026058,1.93160098057,2012-01,2026-07
-0.177197891337,-0.396343921579,0.0155461559052,175,6,2000,20260920,2012-01-31T00:00:00,2026-07-31T00:00:00,9.17362815192,8.99643026058,1.93160098057,2012-01,2026-07
